reason_code,network,has_3ds_auth,has_delivery_proof,has_avs_cvv_match,has_ip_device_fingerprint,has_prior_comms,has_signed_receipt,has_usage_logs,days_remaining,days_since_transaction,repeat_dispute_count,transaction_amount_inr,merchant_category,evidence_completeness_score,outcome
visa_12.6.1,visa,1,1,1,0,0,1,1,14,107,0,3737.8,fintech,2,1
mc_4870,mc,0,1,1,0,0,1,0,38,63,2,5718.75,travel,2,0
amex_C14,amex,1,0,1,0,1,0,0,12,10,0,5067.13,travel,2,1
visa_13.2,visa,0,0,1,1,1,1,1,28,24,0,4346.37,ecommerce,2,1
rupay_ru02,rupay,1,1,1,1,1,0,1,40,88,0,9563.82,ecommerce,1,0
disc_DP,disc,0,1,1,1,1,1,1,16,81,0,5768.49,ecommerce,2,1
visa_12.1,visa,0,1,0,0,1,0,1,31,116,0,4380.53,retail,2,1
visa_13.8,visa,1,1,1,0,0,0,1,30,82,0,1614.3,saas,0,0
rupay_ru01,rupay,0,1,1,0,0,1,1,13,90,0,12591.5,saas,1,1
rupay_1062,rupay,0,1,1,0,0,1,1,26,78,0,2087.02,retail,1,0
disc_UD,disc,0,1,1,1,0,0,1,4,4,0,5093.01,saas,2,1
visa_11.3,visa,1,0,0,1,0,0,0,9,119,0,10637.08,travel,2,0
rupay_ru02,rupay,1,0,0,1,0,0,0,35,50,2,5019.4,saas,0,0
rupay_1062,rupay,0,1,1,0,1,1,1,6,69,0,3979.97,healthcare,2,1
visa_13.8,visa,0,0,0,1,0,0,0,14,30,0,21852.06,ecommerce,0,0
amex_F30,amex,1,1,1,1,1,0,0,26,101,0,16618.59,retail,2,1
visa_13.8,visa,0,0,0,1,1,0,0,2,105,1,4998.58,saas,2,0
mc_4870,mc,0,0,1,0,0,0,1,38,44,0,16574.33,retail,2,1
amex_A08,amex,0,0,0,1,0,0,1,12,19,1,11871.79,ecommerce,2,1
mc_4834,mc,0,1,1,0,1,0,0,34,47,2,18174.02,retail,2,1
mc_4871,mc,0,0,0,0,0,0,1,5,90,0,3094.46,fintech,2,1
visa_13.9,visa,0,1,0,1,1,0,0,10,22,0,18750.1,saas,2,1
visa_12.5,visa,1,1,1,1,0,1,0,18,42,0,3886.13,healthcare,2,1
visa_12.5,visa,0,0,0,1,1,0,0,39,107,0,4467.23,ecommerce,0,1
rupay_1085,rupay,1,1,0,1,1,0,0,14,21,1,7061.41,healthcare,2,0
mc_4853,mc,0,1,1,1,1,0,0,24,65,0,871.54,retail,2,1
rupay_ru01,rupay,1,0,1,1,1,0,1,44,94,0,9285.27,travel,1,1
visa_11.3,visa,1,0,1,1,0,1,0,12,6,0,3806.5,retail,2,1
rupay_1062,rupay,1,0,1,1,0,1,0,27,60,0,7284.83,travel,0,1
mc_4855,mc,0,0,0,1,0,0,1,26,28,0,4339.34,healthcare,1,0
visa_12.1,visa,1,0,1,0,1,0,0,12,62,3,4243.64,healthcare,2,1
mc_4871,mc,1,1,1,1,1,1,0,6,50,0,20755.43,healthcare,2,1
rupay_1085,rupay,0,0,1,0,1,0,0,28,82,1,18270.94,travel,2,1
visa_13.8,visa,1,0,1,1,0,0,1,26,108,0,4583.6,saas,0,0
visa_13.7,visa,1,0,0,1,0,1,0,23,60,2,3123.06,saas,2,1
mc_4837,mc,0,0,1,1,0,1,0,1,20,4,1587.87,healthcare,1,0
visa_11.3,visa,1,1,1,0,1,0,0,11,99,0,528.77,retail,2,1
amex_M10,amex,1,1,1,1,0,0,0,3,66,0,17454.76,travel,2,0
visa_13.9,visa,0,0,0,1,1,1,0,39,105,0,15468.92,saas,2,1
mc_4853,mc,0,0,1,0,0,1,0,9,3,0,22100.17,fintech,0,0
amex_C31,amex,1,0,0,1,0,0,0,6,48,0,3941.56,saas,2,1
visa_12.5,visa,1,1,1,0,1,0,1,45,48,1,28718.41,saas,0,0
mc_4853,mc,1,1,1,0,0,0,1,42,74,3,4792.94,healthcare,1,0
visa_12.5,visa,0,0,1,1,0,0,1,26,58,1,560.66,fintech,0,1
amex_P05,amex,1,0,1,1,0,0,0,24,29,0,5433.08,saas,0,0
amex_F30,amex,1,1,0,1,0,0,1,5,31,0,11380.55,travel,2,1
visa_10.4,visa,0,1,1,0,0,1,1,40,30,0,1412.79,ecommerce,1,1
rupay_1065,rupay,1,1,1,1,1,0,0,32,117,0,2086.92,saas,2,0
amex_A08,amex,0,0,0,1,0,0,0,35,81,1,1746.0,fintech,2,1
amex_F31,amex,0,1,0,1,0,0,1,32,7,0,39585.48,ecommerce,2,1
rupay_1085,rupay,0,1,1,1,0,0,0,31,50,0,13833.74,healthcare,0,0
visa_13.5,visa,1,1,1,1,1,1,0,5,104,1,11475.83,saas,2,1
visa_10.3,visa,1,0,0,0,1,1,0,32,84,2,9655.87,travel,2,1
disc_DP,disc,1,1,1,1,0,1,0,1,85,1,2410.04,ecommerce,2,1
visa_13.2,visa,1,0,0,0,1,0,1,2,34,3,193.56,fintech,2,1
disc_RG,disc,1,0,1,1,0,0,0,8,48,0,3097.61,retail,0,0
visa_10.1,visa,1,1,1,1,1,0,0,9,36,5,4148.73,travel,2,1
mc_4812,mc,1,1,1,1,0,0,0,41,81,1,4617.26,fintech,2,1
visa_11.1,visa,1,0,1,1,1,1,0,7,83,1,14323.42,healthcare,2,1
visa_11.1,visa,1,0,0,0,0,0,1,41,97,0,2760.16,saas,2,1
mc_4808,mc,1,0,0,0,1,0,0,29,5,0,18839.09,saas,2,0
visa_11.1,visa,1,0,1,0,0,0,0,11,58,0,2738.9,healthcare,2,1
mc_4871,mc,1,1,1,0,1,0,0,9,74,0,4740.41,travel,2,1
visa_13.7,visa,0,0,0,0,0,0,0,18,47,0,922.5,saas,2,1
mc_4863,mc,0,0,1,1,0,0,0,1,62,1,1866.26,retail,0,0
visa_12.1,visa,1,1,0,1,0,1,0,22,11,0,11060.92,saas,2,1
rupay_ru01,rupay,1,0,0,1,1,0,1,25,39,1,3065.95,fintech,1,1
amex_R03,amex,1,0,1,0,1,0,1,1,13,1,10964.87,healthcare,0,0
visa_13.3,visa,0,1,1,0,1,0,0,29,72,1,765.0,ecommerce,2,1
mc_4855,mc,1,1,1,1,1,0,1,33,74,5,21455.78,healthcare,1,0
rupay_ru01,rupay,1,1,1,0,1,1,0,22,111,0,173.99,fintech,1,1
visa_13.7,visa,1,0,1,1,1,0,0,8,78,1,6947.85,fintech,2,1
visa_13.6,visa,1,1,1,1,0,0,0,8,12,3,5690.37,ecommerce,0,0
visa_11.3,visa,1,1,1,1,1,1,1,18,21,4,10782.17,saas,2,1
rupay_1065,rupay,1,1,1,1,1,0,1,38,69,0,7273.17,travel,2,1
mc_4837,mc,1,1,1,1,1,0,0,19,42,0,3196.75,travel,2,1
mc_4841,mc,1,0,1,1,0,0,0,9,67,0,748.55,saas,0,0
visa_13.8,visa,0,1,1,1,1,0,0,5,110,0,13931.9,ecommerce,2,1
mc_4850,mc,0,0,0,1,0,1,1,24,75,0,12923.85,ecommerce,2,1
visa_12.6.1,visa,1,1,1,0,0,0,0,35,20,0,6722.24,retail,2,1
visa_13.8,visa,0,0,1,1,0,1,0,17,97,0,13353.83,saas,0,0
mc_4863,mc,1,1,1,1,1,1,0,2,78,0,14132.19,retail,2,1
visa_13.4,visa,1,0,1,1,1,0,0,43,28,0,996.64,healthcare,2,1
amex_A08,amex,1,0,1,1,0,0,0,35,37,0,1245.28,retail,2,1
disc_nan,disc,1,1,1,1,1,0,0,17,72,2,1106.67,travel,2,1
mc_4837,mc,1,1,1,0,1,0,0,41,75,0,7240.67,retail,1,1
visa_10.5,visa,0,1,0,1,0,0,1,10,63,2,14388.7,retail,1,0
rupay_1085,rupay,0,0,1,1,1,1,0,1,43,0,3534.98,saas,2,1
visa_11.2,visa,1,0,0,0,1,0,0,25,94,2,425.24,saas,2,0
disc_RM,disc,1,0,1,1,1,1,0,36,109,3,246.98,saas,2,0
visa_13.1,visa,1,1,0,1,1,0,0,45,45,0,1371.24,ecommerce,1,1
mc_4850,mc,0,1,1,1,0,0,1,18,107,0,17146.09,fintech,2,1
amex_M49,amex,1,1,1,0,1,0,0,35,78,0,6302.4,saas,2,1
mc_4841,mc,1,1,1,1,1,0,1,9,83,1,1392.73,travel,2,0
rupay_ru01,rupay,0,1,1,0,1,0,0,4,58,1,1642.74,ecommerce,1,1
mc_4863,mc,1,0,1,1,1,0,0,6,10,0,784.19,retail,0,1
mc_4841,mc,0,1,0,0,0,1,0,17,32,0,4000.53,retail,0,0
rupay_ru01,rupay,0,0,1,1,0,1,0,17,68,4,324.64,healthcare,1,0
visa_10.5,visa,1,0,1,1,1,1,1,23,54,0,3849.43,fintech,1,1
visa_13.1,visa,1,1,1,0,1,0,0,22,18,0,5267.01,saas,1,1
rupay_1085,rupay,1,1,1,1,0,0,1,30,96,2,10262.85,ecommerce,0,0
visa_13.8,visa,1,0,1,1,0,0,0,30,17,0,3816.45,ecommerce,0,0
visa_13.4,visa,1,1,1,1,0,0,1,38,33,0,5522.23,travel,2,1
amex_F10,amex,1,0,0,0,1,0,1,36,111,2,9634.93,fintech,0,0
rupay_1085,rupay,0,1,1,0,0,0,0,19,63,2,7585.37,retail,0,0
mc_4855,mc,0,1,1,0,1,0,1,37,96,0,1613.11,travel,1,0
rupay_1085,rupay,1,1,0,1,0,0,1,40,7,0,3428.14,retail,0,0
mc_4863,mc,0,0,1,0,1,1,0,7,20,0,6084.03,ecommerce,2,1
amex_F24,amex,1,0,1,1,0,0,1,11,117,0,1141.27,healthcare,1,1
visa_12.1,visa,0,1,0,1,1,0,0,41,45,1,27952.88,travel,2,0
visa_10.4,visa,0,1,1,1,0,1,1,38,12,0,5520.8,travel,2,1
visa_13.7,visa,1,1,1,1,0,0,0,43,25,2,17495.76,travel,2,1
visa_12.1,visa,0,1,1,0,1,1,0,15,32,0,8243.13,healthcare,2,1
visa_13.5,visa,0,1,1,0,1,0,1,8,98,0,15401.83,saas,2,1
disc_nan,disc,0,0,1,0,0,1,1,24,106,0,5889.85,travel,2,1
rupay_1065,rupay,1,0,1,1,1,0,0,23,99,8,19524.86,retail,2,0
rupay_ru02,rupay,1,1,1,1,0,0,1,5,5,1,23735.13,fintech,1,1
rupay_1065,rupay,0,0,1,1,0,0,1,1,62,4,309.51,healthcare,2,0
disc_IC,disc,1,0,1,1,0,1,0,11,67,3,22388.6,travel,2,0
visa_10.5,visa,0,1,1,1,0,0,0,28,118,1,10243.87,saas,2,1
mc_4871,mc,1,0,0,0,1,0,1,30,41,3,8584.06,fintech,2,1
visa_10.5,visa,1,0,1,1,1,1,0,3,4,3,27726.61,retail,1,1
rupay_ru02,rupay,0,0,1,1,0,0,0,42,95,0,14166.81,saas,0,0
mc_4834,mc,1,0,0,0,0,0,1,4,29,3,3449.56,ecommerce,2,0
visa_12.6.1,visa,0,1,1,1,0,0,0,22,100,0,32486.76,healthcare,2,1
visa_12.6.1,visa,1,1,0,0,1,0,0,8,84,4,36330.51,fintech,2,0
mc_4850,mc,0,1,1,1,0,1,1,23,70,5,7018.57,ecommerce,2,0
mc_4834,mc,1,1,0,1,0,0,1,13,72,3,3103.22,travel,2,0
mc_4870,mc,0,1,1,1,0,1,0,41,32,0,8898.97,saas,2,0
mc_4870,mc,1,1,1,0,0,0,1,34,51,1,12471.33,retail,2,1
visa_12.6.1,visa,0,0,0,1,0,0,0,44,40,1,336.27,saas,2,0
visa_13.6,visa,1,1,1,1,1,0,0,42,74,0,1911.38,healthcare,2,0
amex_C31,amex,0,1,0,1,1,0,1,45,58,1,12202.54,travel,2,1
visa_10.3,visa,1,1,1,1,1,1,0,22,60,1,12465.74,saas,2,1
disc_CD,disc,1,1,0,0,1,0,0,7,50,4,1618.94,saas,2,0
mc_4850,mc,1,1,1,0,0,0,0,44,67,5,8183.72,saas,2,1
rupay_1065,rupay,1,0,0,1,0,1,1,5,63,8,3491.51,retail,2,1
mc_4850,mc,1,1,1,1,0,0,0,34,32,5,6913.14,ecommerce,2,0
visa_13.1,visa,1,0,1,1,0,0,0,16,21,4,2377.28,healthcare,0,0
amex_F29,amex,0,0,0,0,1,0,0,40,44,0,1487.8,saas,0,1
visa_13.7,visa,0,0,1,1,1,0,0,22,101,5,5767.07,healthcare,2,0
mc_4850,mc,0,1,1,1,1,0,1,25,46,2,8707.78,travel,2,1
rupay_1065,rupay,0,0,0,0,0,0,0,12,86,3,6032.98,travel,2,0
mc_4834,mc,1,1,0,1,0,0,0,9,7,0,19333.84,fintech,2,1
visa_10.5,visa,1,0,0,1,0,0,1,32,45,0,9110.78,retail,1,1
visa_10.2,visa,1,1,0,1,1,0,1,28,68,0,110.57,ecommerce,2,1
visa_12.6.1,visa,1,1,1,1,1,0,1,34,2,1,2605.46,retail,2,1
mc_4812,mc,0,1,0,0,1,1,1,7,112,0,9298.49,travel,2,1
amex_C02,amex,1,1,1,1,1,1,0,8,22,0,8402.36,fintech,2,1
visa_13.6,visa,1,0,1,1,0,0,0,35,108,4,10909.85,healthcare,0,0
visa_13.6,visa,0,1,1,1,0,1,0,29,20,0,215.15,travel,0,0
rupay_1062,rupay,1,1,1,1,1,0,0,7,32,0,1921.26,saas,2,1
visa_13.5,visa,1,1,1,0,0,0,0,13,93,3,4114.12,ecommerce,2,0
visa_13.9,visa,1,1,1,1,0,0,0,20,90,0,10862.79,fintech,2,1
rupay_ru02,rupay,1,1,0,1,1,0,1,37,7,0,5831.46,healthcare,1,1
visa_12.1,visa,0,1,1,1,0,0,0,2,54,0,23088.62,travel,2,1
rupay_1065,rupay,0,1,0,1,0,0,0,20,64,3,5832.25,fintech,2,0
rupay_ru01,rupay,1,1,1,1,1,0,1,31,83,2,9065.59,retail,2,1
visa_13.8,visa,1,1,0,0,0,0,1,33,43,2,2405.72,saas,0,0
amex_R13,amex,0,0,1,0,1,1,0,25,111,0,4959.64,saas,2,1
mc_4850,mc,1,1,0,1,0,1,0,25,1,0,6469.85,fintech,2,0
visa_12.6.1,visa,1,0,1,1,1,0,0,22,109,0,20382.94,retail,2,1
mc_4855,mc,0,1,1,0,1,1,1,36,115,0,614.96,healthcare,2,0
visa_13.2,visa,0,0,1,0,1,0,0,34,18,0,6364.37,travel,1,1
visa_13.1,visa,1,0,1,0,0,0,1,10,103,3,2202.68,healthcare,1,0
visa_13.4,visa,1,0,0,1,1,0,0,35,85,0,5156.57,saas,2,1
rupay_1062,rupay,0,1,1,1,0,1,0,4,107,0,16157.72,healthcare,1,1
visa_12.6.1,visa,1,1,1,1,0,1,1,33,74,0,3735.78,saas,2,1
mc_4841,mc,1,1,1,1,0,0,0,18,16,0,17259.6,fintech,0,0
mc_4808,mc,0,1,0,1,1,0,0,40,18,0,8261.41,travel,2,1
mc_4841,mc,1,0,1,1,1,0,0,27,79,0,1750.34,fintech,1,0
mc_4870,mc,0,0,1,1,1,0,1,34,81,3,168.18,ecommerce,2,0
visa_13.8,visa,0,0,0,1,1,0,0,4,58,1,1798.55,retail,2,0
visa_10.1,visa,1,1,0,1,0,1,1,8,115,2,1035.28,fintech,2,0
visa_10.5,visa,1,1,0,0,1,1,0,27,8,8,10006.91,ecommerce,1,0
rupay_1065,rupay,0,1,0,0,1,0,0,14,1,0,4612.5,retail,2,1
disc_UD,disc,0,1,0,1,0,0,1,4,83,1,12438.55,saas,1,1
visa_13.3,visa,1,0,1,0,1,0,0,23,36,1,1554.24,travel,2,1
visa_13.8,visa,1,1,1,1,0,1,1,3,21,0,2771.68,fintech,0,1
visa_13.2,visa,1,1,0,0,0,0,1,4,50,0,1805.3,ecommerce,1,1
mc_4850,mc,1,0,0,1,0,1,0,11,113,0,6081.09,saas,2,1
mc_4837,mc,0,1,1,1,1,1,1,7,90,0,491.07,ecommerce,2,1
visa_13.3,visa,1,0,0,1,1,1,0,20,8,0,3870.21,saas,2,1
mc_4855,mc,1,1,0,1,0,1,0,5,116,2,24517.21,fintech,1,0
mc_4853,mc,1,1,1,1,1,1,1,15,59,4,6770.97,saas,2,1
visa_11.1,visa,1,0,0,0,0,0,0,43,28,2,4312.57,fintech,2,1
mc_4870,mc,0,0,1,0,1,0,0,9,10,0,7742.36,fintech,2,1
mc_4871,mc,1,1,1,0,0,0,1,1,21,2,9668.96,saas,2,0
rupay_ru01,rupay,1,0,0,1,1,0,1,16,100,0,3948.29,travel,1,1
rupay_1085,rupay,1,0,0,0,0,1,1,43,106,0,14669.96,saas,0,1
visa_10.4,visa,1,0,1,0,1,0,1,18,113,1,8369.07,healthcare,1,1
visa_13.5,visa,0,1,1,0,1,0,0,38,9,0,2599.93,healthcare,2,1
mc_4841,mc,1,0,1,1,0,1,1,39,71,1,2166.92,saas,1,1
rupay_1085,rupay,1,1,1,0,0,1,0,23,74,0,6193.81,retail,0,0
mc_4853,mc,0,0,0,0,0,1,0,41,104,0,7933.85,ecommerce,0,0
rupay_1062,rupay,1,1,1,0,1,1,0,41,33,0,207.96,fintech,2,1
rupay_1085,rupay,0,0,1,1,0,1,0,29,53,0,6541.51,retail,0,0
visa_13.1,visa,1,1,0,1,0,0,0,10,103,4,2407.55,travel,1,0
rupay_1065,rupay,1,1,1,0,1,1,0,8,88,2,1414.11,travel,2,0
mc_4855,mc,1,1,1,0,0,1,1,34,59,1,671.39,fintech,2,1
amex_P08,amex,1,0,0,1,1,0,0,16,28,4,18420.55,healthcare,2,0
mc_4834,mc,0,0,1,0,0,0,1,3,74,0,1899.56,healthcare,2,1
disc_IC,disc,1,0,1,0,0,0,0,4,20,0,13707.01,saas,0,1
mc_4850,mc,1,0,1,0,1,1,1,10,38,1,6081.77,ecommerce,2,1
visa_13.6,visa,0,1,1,0,0,0,0,2,8,2,15468.58,retail,0,0
visa_13.9,visa,1,0,1,1,1,0,0,8,111,0,314.49,ecommerce,2,1
visa_10.4,visa,0,0,1,1,1,0,1,18,12,0,5311.47,ecommerce,1,1
visa_11.1,visa,1,0,0,0,0,0,0,25,47,0,7614.85,fintech,2,1
visa_13.4,visa,0,1,0,1,0,1,1,19,86,3,21399.87,travel,2,0
rupay_ru02,rupay,1,1,1,1,0,1,1,10,46,1,7372.5,saas,2,1
mc_4850,mc,0,1,0,0,1,0,0,13,97,0,618.2,ecommerce,2,1
visa_10.2,visa,0,0,0,0,1,0,0,7,46,4,7258.85,healthcare,2,0
visa_13.9,visa,1,0,0,0,0,1,0,13,34,4,942.99,retail,2,0
mc_4863,mc,1,1,1,0,0,0,1,23,36,0,4966.89,ecommerce,0,1
visa_13.9,visa,1,0,1,1,0,0,0,43,108,0,6845.45,ecommerce,2,1
rupay_ru01,rupay,1,0,1,1,0,0,1,31,45,1,6535.04,fintech,1,1
mc_4834,mc,0,1,1,0,0,0,1,10,74,0,4570.23,travel,2,0
rupay_ru02,rupay,0,0,1,1,1,1,1,45,60,3,1056.68,travel,1,0
mc_4841,mc,1,0,1,0,0,0,1,28,112,1,1930.38,saas,1,1
mc_4870,mc,1,0,1,0,0,0,0,1,8,2,1877.52,saas,2,1
visa_12.1,visa,1,0,0,1,0,0,0,18,25,1,13712.19,travel,2,1
mc_4837,mc,1,0,1,0,1,0,1,9,101,2,3012.0,healthcare,1,1
mc_4853,mc,0,1,0,1,0,1,1,13,59,0,2832.92,retail,1,1
rupay_ru02,rupay,1,0,1,0,0,0,1,18,27,0,196.08,ecommerce,0,0
mc_4853,mc,0,1,0,1,1,0,1,22,115,0,22343.94,healthcare,2,1
visa_13.6,visa,1,0,1,1,0,0,0,10,34,1,9921.59,healthcare,0,0
visa_13.7,visa,0,1,0,1,1,0,0,36,26,0,3659.97,travel,2,1
mc_4853,mc,1,0,1,1,1,1,0,14,74,0,9863.88,saas,1,0
rupay_1062,rupay,1,1,0,1,0,0,0,11,8,0,19317.22,travel,1,0
rupay_1062,rupay,0,1,1,1,0,0,0,20,86,3,4859.69,fintech,1,0
rupay_ru01,rupay,0,1,1,0,0,1,1,23,73,0,2220.73,ecommerce,1,1
mc_4855,mc,0,1,1,0,1,0,1,9,71,2,3437.13,healthcare,1,0
visa_12.5,visa,0,1,1,0,1,0,1,2,95,1,2345.75,travel,0,0
rupay_1085,rupay,1,0,1,0,0,0,1,16,25,0,7094.89,travel,0,0
rupay_ru01,rupay,1,0,0,0,1,0,1,42,83,0,3723.27,travel,0,1
rupay_ru02,rupay,0,1,0,0,1,1,0,36,109,3,5615.61,ecommerce,2,0
visa_11.2,visa,0,0,1,1,0,1,0,13,63,1,3414.02,travel,2,1
visa_12.1,visa,1,1,1,1,1,0,0,41,120,0,1295.06,fintech,2,1
visa_13.2,visa,1,0,1,0,0,0,1,20,4,0,12971.16,ecommerce,1,1
amex_C08,amex,0,1,1,1,1,0,0,8,74,0,177.71,saas,1,1
visa_13.8,visa,1,1,1,1,0,1,0,29,98,0,5836.7,fintech,0,0
amex_R03,amex,1,1,0,1,0,0,1,30,60,0,693.81,fintech,1,1
visa_11.3,visa,1,1,1,1,0,1,0,1,92,0,21726.28,travel,2,0
rupay_ru02,rupay,0,1,0,1,0,0,1,1,6,3,21163.41,fintech,1,0
visa_10.2,visa,1,1,0,1,1,0,0,32,12,0,1337.32,fintech,2,1
visa_10.1,visa,1,0,1,1,1,1,1,21,77,0,2747.13,travel,2,1
visa_10.4,visa,1,1,0,0,0,0,0,33,28,0,13398.62,healthcare,1,1
rupay_1085,rupay,1,1,1,1,1,0,0,21,108,0,6397.44,healthcare,2,1
mc_4812,mc,1,0,0,1,1,0,1,37,72,0,14513.22,saas,2,0
visa_12.5,visa,1,0,0,0,1,0,0,7,22,1,6001.62,retail,0,0
mc_4812,mc,1,1,0,0,0,0,0,37,71,3,135.29,ecommerce,2,1
visa_13.5,visa,1,1,0,1,0,0,0,30,97,1,9057.87,fintech,2,1
visa_11.3,visa,1,1,1,0,1,0,1,2,32,0,6875.18,saas,2,0
visa_13.4,visa,0,0,1,1,0,0,1,39,112,0,11200.36,retail,2,1
mc_4850,mc,1,0,1,1,0,1,0,14,69,0,8258.53,saas,2,1
amex_A08,amex,1,0,0,0,0,0,1,1,1,2,3595.71,fintech,2,0
disc_RG,disc,1,1,1,1,0,0,0,2,99,4,2473.72,fintech,1,0
rupay_1062,rupay,1,1,1,0,1,0,0,38,25,2,678.99,travel,2,1
mc_4834,mc,1,1,0,0,1,0,1,18,32,4,13720.23,retail,2,0
amex_F31,amex,1,1,0,1,0,0,0,39,44,1,1091.35,saas,2,1
mc_4870,mc,1,0,1,0,1,1,1,42,55,0,8625.05,retail,2,1
mc_4870,mc,1,1,0,1,0,1,1,31,70,3,2156.16,fintech,2,1
rupay_1065,rupay,1,1,0,1,0,0,0,13,29,0,1046.64,healthcare,2,1
rupay_ru01,rupay,1,1,1,0,0,0,0,15,8,0,15259.62,fintech,1,1
disc_IC,disc,1,1,0,1,0,1,1,43,27,0,656.39,retail,2,1
visa_10.1,visa,1,1,1,0,0,0,1,2,109,8,4733.08,retail,2,0
rupay_1062,rupay,1,0,0,0,1,0,0,36,58,0,1696.42,retail,1,1
mc_4850,mc,1,0,0,0,0,0,0,41,64,0,378.84,healthcare,2,1
visa_12.5,visa,0,0,0,0,0,0,0,11,7,0,1133.83,travel,0,0
mc_4834,mc,1,0,1,1,0,0,0,38,72,3,1031.21,fintech,2,1
visa_13.9,visa,1,1,1,0,1,0,0,25,24,0,23355.64,retail,2,1
visa_12.6.1,visa,0,1,0,1,0,1,0,6,73,1,1021.56,healthcare,2,1
amex_C02,amex,1,0,1,0,0,0,0,22,22,0,9031.78,healthcare,2,1
rupay_1062,rupay,1,1,1,1,0,0,1,25,101,0,263.66,travel,1,0
rupay_1062,rupay,1,0,0,1,0,1,1,40,37,0,3944.02,retail,0,0
rupay_ru01,rupay,0,0,0,1,0,0,0,45,94,0,12643.78,ecommerce,1,0
rupay_1065,rupay,1,1,1,0,1,0,0,34,58,1,11872.45,saas,2,0
visa_11.1,visa,0,1,1,0,1,0,1,20,39,0,8151.48,ecommerce,2,1
mc_4834,mc,1,1,1,1,1,1,0,30,85,0,435.74,saas,2,1
mc_4863,mc,1,0,0,1,0,1,0,6,55,0,16066.45,saas,2,1
rupay_ru02,rupay,1,1,1,0,0,0,0,2,16,2,3792.51,healthcare,1,0
visa_11.1,visa,1,0,1,1,1,0,1,10,65,0,11368.29,ecommerce,2,0
visa_13.8,visa,0,1,0,1,1,0,1,7,60,0,15690.29,ecommerce,2,1
mc_4870,mc,1,1,1,1,0,0,0,8,51,0,4461.03,fintech,2,1
visa_10.5,visa,1,1,1,1,1,0,0,14,69,0,16618.59,saas,2,1
visa_10.4,visa,1,0,1,1,0,0,1,33,29,0,5369.59,retail,1,1
mc_4871,mc,0,1,0,1,1,0,0,11,47,3,2281.71,fintech,2,0
visa_12.1,visa,1,0,1,0,1,1,0,37,38,5,7660.21,retail,2,0
rupay_ru02,rupay,1,0,1,1,1,0,1,3,97,1,4794.94,healthcare,0,0
mc_4855,mc,1,0,0,1,0,0,1,39,60,1,4091.28,ecommerce,1,1
mc_4812,mc,1,1,1,1,1,1,1,12,19,0,15102.91,retail,2,1
visa_10.5,visa,1,0,1,0,1,1,0,3,51,0,14652.67,fintech,1,1
visa_13.9,visa,0,1,1,1,0,1,0,28,7,1,2783.43,healthcare,2,1
mc_4841,mc,0,1,1,1,0,0,0,38,11,0,109.31,fintech,0,0
mc_4841,mc,0,1,1,1,0,0,1,24,95,1,24664.23,fintech,1,0
rupay_ru02,rupay,0,1,1,1,0,1,0,45,4,0,7274.01,fintech,2,1
mc_4871,mc,1,1,0,1,1,0,1,38,79,0,20779.69,travel,2,1
rupay_1085,rupay,1,1,0,0,0,0,1,44,16,1,1018.63,travel,0,0
disc_IC,disc,0,0,1,1,0,0,1,7,18,1,13545.25,healthcare,0,1
visa_13.3,visa,1,0,1,0,0,1,0,5,50,0,1492.79,retail,0,0
mc_4850,mc,1,0,0,1,1,0,1,22,98,0,11623.45,travel,2,0
rupay_ru02,rupay,1,0,0,1,1,1,0,32,112,0,18196.69,healthcare,1,0
rupay_ru02,rupay,1,0,0,0,0,0,1,39,10,0,7535.83,retail,0,0
visa_12.5,visa,1,1,0,0,1,1,1,27,41,0,7590.32,healthcare,2,1
mc_4808,mc,0,0,1,1,0,0,0,35,80,0,8073.73,retail,2,1
visa_13.8,visa,1,1,0,1,0,0,0,16,45,1,9662.42,healthcare,0,0
rupay_1085,rupay,1,0,1,1,0,0,0,17,38,1,2635.23,travel,0,0
visa_11.1,visa,1,1,1,1,0,1,0,27,89,3,1563.67,ecommerce,2,0
mc_4837,mc,1,0,0,1,0,0,1,31,79,0,22744.43,fintech,1,1
amex_R03,amex,1,0,1,1,0,1,0,43,24,0,8002.82,ecommerce,1,1
amex_C05,amex,0,1,1,1,1,1,1,32,23,1,3443.74,travel,2,1
visa_13.1,visa,1,0,1,1,1,0,0,11,107,1,6394.18,ecommerce,0,0
mc_4841,mc,0,1,0,1,1,0,1,2,95,1,765.29,saas,2,0
amex_C08,amex,1,1,1,0,0,1,1,34,16,0,10919.63,travel,2,1
visa_10.2,visa,1,0,0,0,0,0,0,16,75,0,3849.96,retail,2,1
rupay_1085,rupay,0,0,0,1,0,1,0,20,29,3,3188.26,saas,0,0
mc_4871,mc,1,1,0,1,1,0,1,13,107,0,727.44,fintech,2,1
rupay_1062,rupay,1,1,0,0,1,0,0,43,74,0,1436.25,healthcare,2,1
visa_11.3,visa,0,1,0,1,1,0,0,22,39,2,3222.34,fintech,2,1
rupay_1062,rupay,0,0,1,1,1,0,1,39,111,0,977.94,retail,1,1
mc_4841,mc,0,1,1,0,0,0,0,6,31,0,6465.01,saas,0,0
amex_A02,amex,1,0,1,1,0,0,0,39,55,0,18694.9,saas,2,0
mc_4850,mc,0,0,0,0,1,0,1,8,114,4,5936.33,travel,2,0
rupay_1085,rupay,0,1,1,1,0,0,1,16,85,2,9337.73,healthcare,0,0
